text,true_label,true_intent,pred_label,pred_intent,pred_confidence,top_k_intents,top_k_probs
Someone transferred money to me and it doesn't show,48,pending_transfer,66,transfer_not_received_by_recipient,0.6286953687667847,"['transfer_not_received_by_recipient', 'balance_not_updated_after_bank_transfer', 'transfer_fee_charged']","[0.6286953687667847, 0.3446666896343231, 0.005116811953485012]"
How long does a transfer take to be confirmed?,48,pending_transfer,5,balance_not_updated_after_bank_transfer,0.642651379108429,"['balance_not_updated_after_bank_transfer', 'pending_transfer', 'transfer_timing']","[0.642651379108429, 0.2504350244998932, 0.04155074432492256]"
How long can I expect a transfer to pend for?,48,pending_transfer,67,transfer_timing,0.8033443689346313,"['transfer_timing', 'pending_transfer', 'balance_not_updated_after_bank_transfer']","[0.8033443689346313, 0.10330666601657867, 0.010557879693806171]"
Why is a money transfer not showing?,48,pending_transfer,5,balance_not_updated_after_bank_transfer,0.8370348811149597,"['balance_not_updated_after_bank_transfer', 'pending_transfer', 'transfer_not_received_by_recipient']","[0.8370348811149597, 0.10129383206367493, 0.039517372846603394]"
I was retrieving money and my card wouldn't remove.,18,card_swallowed,14,card_not_working,0.4680556654930115,"['card_not_working', 'compromised_card', 'declined_card_payment']","[0.4680556654930115, 0.12322608381509781, 0.08744274079799652]"
How can I get my card back out?,18,card_swallowed,12,card_delivery_estimate,0.7827048301696777,"['card_delivery_estimate', 'card_arrival', 'order_physical_card']","[0.7827048301696777, 0.10260268300771713, 0.02617010287940502]"
I was taking out funds and was unable to regain my card.,18,card_swallowed,26,declined_cash_withdrawal,0.7459052205085754,"['declined_cash_withdrawal', 'card_not_working', 'top_up_failed']","[0.7459052205085754, 0.05154918506741524, 0.03262541815638542]"
WTF??? I tried to withdraw some money at a Metro bank on High St. Kensington and without any notice it disappeared in the machine. The bank was already closed so I couldn't do anything. How do I get it back?,18,card_swallowed,20,cash_withdrawal_not_recognised,0.6997039914131165,"['cash_withdrawal_not_recognised', 'declined_cash_withdrawal', 'card_swallowed']","[0.6997039914131165, 0.12606245279312134, 0.05087145045399666]"
How long until my transfer goes through?,67,transfer_timing,48,pending_transfer,0.49841704964637756,"['pending_transfer', 'transfer_timing', 'balance_not_updated_after_bank_transfer']","[0.49841704964637756, 0.2390623390674591, 0.1271895170211792]"
how long dies it take for transfers to reflect on my balance,67,transfer_timing,5,balance_not_updated_after_bank_transfer,0.9583249092102051,"['balance_not_updated_after_bank_transfer', 'transfer_timing', 'pending_transfer']","[0.9583249092102051, 0.02171839401125908, 0.009135416708886623]"
How long does it take for a transfer?,67,transfer_timing,5,balance_not_updated_after_bank_transfer,0.5685180425643921,"['balance_not_updated_after_bank_transfer', 'transfer_timing', 'transfer_not_received_by_recipient']","[0.5685180425643921, 0.2954708933830261, 0.10285474359989166]"
"How long does a transfer take from the point it's sent, to the point it arrives in my account?",67,transfer_timing,66,transfer_not_received_by_recipient,0.6848281621932983,"['transfer_not_received_by_recipient', 'transfer_timing', 'balance_not_updated_after_bank_transfer']","[0.6848281621932983, 0.21876080334186554, 0.04025140777230263]"
My card is being declined for a purchase. I bought items before and the card worked. Do you know what the problem is?,53,reverted_card_payment?,25,declined_card_payment,0.9815027117729187,"['declined_card_payment', 'reverted_card_payment?', 'card_not_working']","[0.9815027117729187, 0.005743086338043213, 0.002801621798425913]"
"There must be an issue, why has my card been cancelled?",53,reverted_card_payment?,14,card_not_working,0.463134765625,"['card_not_working', 'reverted_card_payment?', 'declined_card_payment']","[0.463134765625, 0.1376260370016098, 0.13453131914138794]"
"Hi, I would like to file a claim for an inquiry. I am a frequent customer of the company in question and have never had any issue with my purchases, payments, or otherwise. However, the price deducted for an item I purchased a couple of weeks ago has been returned to my checking account. Was there an issue with my payment? The item has already been delivered to me.",53,reverted_card_payment?,28,direct_debit_payment_not_recognised,0.3296424448490143,"['direct_debit_payment_not_recognised', 'request_refund', 'reverted_card_payment?']","[0.3296424448490143, 0.30817562341690063, 0.28722909092903137]"
What happens if a merchant doesn't accept a payment?,53,reverted_card_payment?,28,direct_debit_payment_not_recognised,0.3063206970691681,"['direct_debit_payment_not_recognised', 'reverted_card_payment?', 'declined_card_payment']","[0.3063206970691681, 0.2799341082572937, 0.11442606896162033]"
I had a transfer blocked,7,beneficiary_not_allowed,35,failed_transfer,0.719970166683197,"['failed_transfer', 'declined_transfer', 'beneficiary_not_allowed']","[0.719970166683197, 0.18642298877239227, 0.04778510332107544]"
The account transfer I was trying to do failed.,7,beneficiary_not_allowed,35,failed_transfer,0.7643808722496033,"['failed_transfer', 'beneficiary_not_allowed', 'declined_transfer']","[0.7643808722496033, 0.18442502617835999, 0.00823199562728405]"
Can you help with a transfer to an account,7,beneficiary_not_allowed,65,transfer_into_account,0.7900682687759399,"['transfer_into_account', 'receiving_money', 'beneficiary_not_allowed']","[0.7900682687759399, 0.10550353676080704, 0.04670341685414314]"
"Why did I get charged for something I bought online? Even though it was international, I thought it would be covered.",64,transfer_fee_charged,34,extra_charge_on_statement,0.5160677433013916,"['extra_charge_on_statement', 'transfer_fee_charged', 'card_payment_fee_charged']","[0.5160677433013916, 0.1814689189195633, 0.14176306128501892]"
What extra charges are there?,64,transfer_fee_charged,34,extra_charge_on_statement,0.7180887460708618,"['extra_charge_on_statement', 'transfer_fee_charged', 'card_payment_fee_charged']","[0.7180887460708618, 0.1076713502407074, 0.06397920846939087]"
I was charged for something I didn't expect,64,transfer_fee_charged,15,card_payment_fee_charged,0.5485059022903442,"['card_payment_fee_charged', 'extra_charge_on_statement', 'card_payment_not_recognised']","[0.5485059022903442, 0.20221683382987976, 0.06280290335416794]"
Is it possible for me to get money out in a different currency?,50,receiving_money,76,wrong_exchange_rate_for_cash_withdrawal,0.4927639067173004,"['wrong_exchange_rate_for_cash_withdrawal', 'receiving_money', 'atm_support']","[0.4927639067173004, 0.1454959511756897, 0.14345796406269073]"
Is GBP a supported currency?,50,receiving_money,33,exchange_via_app,0.6973291635513306,"['exchange_via_app', 'fiat_currency_support', 'receiving_money']","[0.6973291635513306, 0.1723742038011551, 0.06324136257171631]"
What are the ways for others to transfer me money?,50,receiving_money,65,transfer_into_account,0.720334529876709,"['transfer_into_account', 'receiving_money', 'top_up_by_bank_transfer_charge']","[0.720334529876709, 0.2220599353313446, 0.023670822381973267]"
Can you help me figure out what's happening? I'm trying to transfer money to a friend but it keeps getting returned. I'm not sure what i'm doing wrong.,35,failed_transfer,66,transfer_not_received_by_recipient,0.6896123886108398,"['transfer_not_received_by_recipient', 'failed_transfer', 'reverted_card_payment?']","[0.6896123886108398, 0.11781524121761322, 0.03718952462077141]"
Why hasn't my transfer been made?,35,failed_transfer,66,transfer_not_received_by_recipient,0.6758196949958801,"['transfer_not_received_by_recipient', 'balance_not_updated_after_bank_transfer', 'failed_transfer']","[0.6758196949958801, 0.2709336280822754, 0.02010667510330677]"
What are your policies for card transfers?,35,failed_transfer,56,top_up_by_bank_transfer_charge,0.26695576310157776,"['top_up_by_bank_transfer_charge', 'topping_up_by_card', 'receiving_money']","[0.26695576310157776, 0.13868553936481476, 0.06316839903593063]"
What is stopping my money from transferring?,35,failed_transfer,7,beneficiary_not_allowed,0.42749232053756714,"['beneficiary_not_allowed', 'failed_transfer', 'transfer_fee_charged']","[0.42749232053756714, 0.3640696108341217, 0.06008642539381981]"
"I'm out of money, can I add money with my bank?",65,transfer_into_account,58,top_up_by_cash_or_cheque,0.6219850778579712,"['top_up_by_cash_or_cheque', 'topping_up_by_card', 'supported_cards_and_currencies']","[0.6219850778579712, 0.10495177656412125, 0.09991037100553513]"
"I don't understand how to top up my account, can you please explain the process?",65,transfer_into_account,62,topping_up_by_card,0.7232809066772461,"['topping_up_by_card', 'top_up_by_cash_or_cheque', 'transfer_into_account']","[0.7232809066772461, 0.14438144862651825, 0.033779602497816086]"
Can I add funds to the card directly from my bank account?,65,transfer_into_account,62,topping_up_by_card,0.38482603430747986,"['topping_up_by_card', 'top_up_by_cash_or_cheque', 'transfer_into_account']","[0.38482603430747986, 0.1745602935552597, 0.16513437032699585]"
How do I top up my card?,65,transfer_into_account,62,topping_up_by_card,0.908420741558075,"['topping_up_by_card', 'supported_cards_and_currencies', 'top_up_by_cash_or_cheque']","[0.908420741558075, 0.04401537775993347, 0.01873103342950344]"
What methods can I use to add money to my account?,65,transfer_into_account,54,supported_cards_and_currencies,0.34943899512290955,"['supported_cards_and_currencies', 'top_up_by_cash_or_cheque', 'transfer_into_account']","[0.34943899512290955, 0.2872624695301056, 0.20291218161582947]"
How do I do an international transfer?,65,transfer_into_account,32,exchange_rate,0.6778163909912109,"['exchange_rate', 'receiving_money', 'exchange_charge']","[0.6778163909912109, 0.0939808040857315, 0.05176885053515434]"
Can I purchase extra non-virtual cards?,39,getting_spare_card,29,disposable_card_limits,0.7533247470855713,"['disposable_card_limits', 'getting_virtual_card', 'get_disposable_virtual_card']","[0.7533247470855713, 0.10605791211128235, 0.04995673894882202]"
How can I top-up my card?,58,top_up_by_cash_or_cheque,62,topping_up_by_card,0.6537980437278748,"['topping_up_by_card', 'top_up_limits', 'top_up_by_cash_or_cheque']","[0.6537980437278748, 0.22415630519390106, 0.03561195358633995]"
How much does it cost in fees to use your card?,43,order_physical_card,15,card_payment_fee_charged,0.5061501264572144,"['card_payment_fee_charged', 'order_physical_card', 'top_up_by_card_charge']","[0.5061501264572144, 0.3517741560935974, 0.04871402680873871]"
can I have a non virtual card?,43,order_physical_card,40,getting_virtual_card,0.712493896484375,"['getting_virtual_card', 'get_disposable_virtual_card', 'disposable_card_limits']","[0.712493896484375, 0.13478732109069824, 0.10091643780469894]"
Where will I find my card?,43,order_physical_card,11,card_arrival,0.46657875180244446,"['card_arrival', 'lost_or_stolen_card', 'card_delivery_estimate']","[0.46657875180244446, 0.41404110193252563, 0.028907978907227516]"
My non-physical card will not work,72,virtual_card_not_working,14,card_not_working,0.9787952303886414,"['card_not_working', 'declined_card_payment', 'virtual_card_not_working']","[0.9787952303886414, 0.004924611654132605, 0.002700504846870899]"
Are there restrictions for my disposable card since it does not seem to be working?,72,virtual_card_not_working,29,disposable_card_limits,0.8608487844467163,"['disposable_card_limits', 'virtual_card_not_working', 'card_not_working']","[0.8608487844467163, 0.06041572615504265, 0.022073905915021896]"
Can I make multiple online transactions with my virtual card?,72,virtual_card_not_working,40,getting_virtual_card,0.43553826212882996,"['getting_virtual_card', 'disposable_card_limits', 'virtual_card_not_working']","[0.43553826212882996, 0.2435057908296585, 0.19979174435138702]"
My card is just not working at this time.,72,virtual_card_not_working,14,card_not_working,0.9794894456863403,"['card_not_working', 'declined_card_payment', 'declined_cash_withdrawal']","[0.9794894456863403, 0.00793510489165783, 0.0014317084569483995]"
Can you look to make sure the exchange rate is correct,76,wrong_exchange_rate_for_cash_withdrawal,32,exchange_rate,0.6032639145851135,"['exchange_rate', 'card_payment_wrong_exchange_rate', 'wrong_exchange_rate_for_cash_withdrawal']","[0.6032639145851135, 0.3394332230091095, 0.030543869361281395]"
Is there a fee for exchanging cash?,76,wrong_exchange_rate_for_cash_withdrawal,31,exchange_charge,0.9686208367347717,"['exchange_charge', 'transfer_fee_charged', 'wrong_exchange_rate_for_cash_withdrawal']","[0.9686208367347717, 0.004249155521392822, 0.003613024251535535]"
Will there be additional costs of I make a withdrawal from a local ATM of British pounds? I need some cash to feel comfortable on the journey home,76,wrong_exchange_rate_for_cash_withdrawal,19,cash_withdrawal_charge,0.49314072728157043,"['cash_withdrawal_charge', 'wrong_exchange_rate_for_cash_withdrawal', 'wrong_amount_of_cash_received']","[0.49314072728157043, 0.4325256049633026, 0.01893364079296589]"
I would like a temporary virtual card,37,get_disposable_virtual_card,40,getting_virtual_card,0.9336228966712952,"['getting_virtual_card', 'get_disposable_virtual_card', 'virtual_card_not_working']","[0.9336228966712952, 0.021985339000821114, 0.012435573153197765]"
how do i get a virtual card for one time use,37,get_disposable_virtual_card,40,getting_virtual_card,0.8903260827064514,"['getting_virtual_card', 'get_disposable_virtual_card', 'virtual_card_not_working']","[0.8903260827064514, 0.08256937563419342, 0.007210736162960529]"
how does a virtual card work,37,get_disposable_virtual_card,40,getting_virtual_card,0.39191895723342896,"['getting_virtual_card', 'get_disposable_virtual_card', 'virtual_card_not_working']","[0.39191895723342896, 0.2775576114654541, 0.26837244629859924]"
Can i get a throw away card,37,get_disposable_virtual_card,54,supported_cards_and_currencies,0.5584167838096619,"['supported_cards_and_currencies', 'top_up_by_card_charge', 'order_physical_card']","[0.5584167838096619, 0.13375985622406006, 0.09499572217464447]"
how many transactions can i make with a disposable card,37,get_disposable_virtual_card,29,disposable_card_limits,0.9848580360412598,"['disposable_card_limits', 'get_disposable_virtual_card', 'getting_spare_card']","[0.9848580360412598, 0.00286837643943727, 0.002147076651453972]"
My funding to my card didn't go through.,59,top_up_failed,25,declined_card_payment,0.866948664188385,"['declined_card_payment', 'top_up_failed', 'declined_transfer']","[0.866948664188385, 0.03532234579324722, 0.021385524421930313]"
"I really need money from my card today, but my card is getting declined. Please help!!",59,top_up_failed,25,declined_card_payment,0.7691221833229065,"['declined_card_payment', 'top_up_failed', 'declined_cash_withdrawal']","[0.7691221833229065, 0.08180177211761475, 0.04790492728352547]"
How long does it take for an international transfer into my account?,5,balance_not_updated_after_bank_transfer,67,transfer_timing,0.917855978012085,"['transfer_timing', 'balance_not_updated_after_bank_transfer', 'exchange_rate']","[0.917855978012085, 0.06303427368402481, 0.004007523413747549]"
When will my transfer be available in my account.,5,balance_not_updated_after_bank_transfer,67,transfer_timing,0.91119384765625,"['transfer_timing', 'balance_not_updated_after_bank_transfer', 'pending_transfer']","[0.91119384765625, 0.06774584203958511, 0.008405208587646484]"
I didn't get the money I transferred,5,balance_not_updated_after_bank_transfer,66,transfer_not_received_by_recipient,0.7605833411216736,"['transfer_not_received_by_recipient', 'balance_not_updated_after_bank_transfer', 'transfer_fee_charged']","[0.7605833411216736, 0.19331800937652588, 0.01427647564560175]"
I made an out of country transfer and it hasn't went through yet.,5,balance_not_updated_after_bank_transfer,66,transfer_not_received_by_recipient,0.6844661235809326,"['transfer_not_received_by_recipient', 'balance_not_updated_after_bank_transfer', 'pending_transfer']","[0.6844661235809326, 0.2640804350376129, 0.034288570284843445]"
I transferred some money but it is yet to arrive.,5,balance_not_updated_after_bank_transfer,66,transfer_not_received_by_recipient,0.9020128846168518,"['transfer_not_received_by_recipient', 'balance_not_updated_after_bank_transfer', 'pending_transfer']","[0.9020128846168518, 0.08546265959739685, 0.002048070076853037]"
How long until my transfer will be available to me,5,balance_not_updated_after_bank_transfer,48,pending_transfer,0.6386985778808594,"['pending_transfer', 'transfer_timing', 'balance_not_updated_after_bank_transfer']","[0.6386985778808594, 0.3280731737613678, 0.010219843126833439]"
My transfer is pending.,5,balance_not_updated_after_bank_transfer,48,pending_transfer,0.9835882186889648,"['pending_transfer', 'balance_not_updated_after_bank_transfer', 'transfer_timing']","[0.9835882186889648, 0.006151651963591576, 0.0021410570479929447]"
How do I cancel my card? There are charges on my account that I didn't make.,20,cash_withdrawal_not_recognised,16,card_payment_not_recognised,0.6275042295455933,"['card_payment_not_recognised', 'cash_withdrawal_not_recognised', 'compromised_card']","[0.6275042295455933, 0.15258407592773438, 0.1501608043909073]"
whats your exchange rate,31,exchange_charge,32,exchange_rate,0.9607921242713928,"['exchange_rate', 'card_payment_wrong_exchange_rate', 'exchange_charge']","[0.9607921242713928, 0.023161698132753372, 0.003131373319774866]"
Where do I find the exchange rate?,31,exchange_charge,32,exchange_rate,0.9876644015312195,"['exchange_rate', 'exchange_charge', 'card_payment_wrong_exchange_rate']","[0.9876644015312195, 0.0015954375267028809, 0.0010415317956358194]"
how much you charge for exhcange,31,exchange_charge,56,top_up_by_bank_transfer_charge,0.6831003427505493,"['top_up_by_bank_transfer_charge', 'top_up_by_card_charge', 'transfer_fee_charged']","[0.6831003427505493, 0.12076112627983093, 0.059215471148490906]"
I want to use a European bank card for a top up. Must I pay?,57,top_up_by_card_charge,54,supported_cards_and_currencies,0.5054802894592285,"['supported_cards_and_currencies', 'top_up_by_card_charge', 'topping_up_by_card']","[0.5054802894592285, 0.45369094610214233, 0.011238995008170605]"
Is it okay to use a bank card to top up,57,top_up_by_card_charge,62,topping_up_by_card,0.5628562569618225,"['topping_up_by_card', 'supported_cards_and_currencies', 'top_up_by_card_charge']","[0.5628562569618225, 0.19739630818367004, 0.15828223526477814]"
Can I top up using an international card,57,top_up_by_card_charge,54,supported_cards_and_currencies,0.5177451968193054,"['supported_cards_and_currencies', 'top_up_by_card_charge', 'topping_up_by_card']","[0.5177451968193054, 0.24375207722187042, 0.15812504291534424]"
WHAT CAN I DO AFTER THE CARD MISSING,0,activate_my_card,41,lost_or_stolen_card,0.9367208480834961,"['lost_or_stolen_card', 'card_arrival', 'card_linking']","[0.9367208480834961, 0.025543812662363052, 0.006887026131153107]"
"When I got cash, I'm pretty sure there was a glitch that overcharged me.",19,cash_withdrawal_charge,76,wrong_exchange_rate_for_cash_withdrawal,0.6226553320884705,"['wrong_exchange_rate_for_cash_withdrawal', 'cash_withdrawal_not_recognised', 'wrong_amount_of_cash_received']","[0.6226553320884705, 0.12148842215538025, 0.11042489856481552]"
how long and how much does it cost for new card,9,card_about_to_expire,43,order_physical_card,0.70243901014328,"['order_physical_card', 'card_about_to_expire', 'getting_spare_card']","[0.70243901014328, 0.10100054740905762, 0.0679791048169136]"
going to need a new card what are the fees and time it takes,9,card_about_to_expire,43,order_physical_card,0.7335637807846069,"['order_physical_card', 'card_about_to_expire', 'getting_spare_card']","[0.7335637807846069, 0.09238865971565247, 0.08489560335874557]"
How can I verify my indentity?,69,verify_my_identity,74,why_verify_identity,0.8513434529304504,"['why_verify_identity', 'verify_my_identity', 'verify_top_up']","[0.8513434529304504, 0.09880930930376053, 0.008978448808193207]"
What is needed to prove my identity?,69,verify_my_identity,68,unable_to_verify_identity,0.7374323010444641,"['unable_to_verify_identity', 'verify_my_identity', 'why_verify_identity']","[0.7374323010444641, 0.16513778269290924, 0.07607918977737427]"
I need to verify my identity,69,verify_my_identity,74,why_verify_identity,0.8466911911964417,"['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity']","[0.8466911911964417, 0.1342635601758957, 0.007622826378792524]"
I need some help with identity verification.,69,verify_my_identity,68,unable_to_verify_identity,0.41106176376342773,"['unable_to_verify_identity', 'verify_my_identity', 'why_verify_identity']","[0.41106176376342773, 0.3550540804862976, 0.21460185945034027]"
do the details of my profile have to match my documents,69,verify_my_identity,30,edit_personal_details,0.3995061218738556,"['edit_personal_details', 'why_verify_identity', 'verify_my_identity']","[0.3995061218738556, 0.29490000009536743, 0.16216331720352173]"
What do I need to show who I am?,69,verify_my_identity,74,why_verify_identity,0.46548131108283997,"['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity']","[0.46548131108283997, 0.42149895429611206, 0.08450672030448914]"
Is there any way to verify who I am?,69,verify_my_identity,68,unable_to_verify_identity,0.5563822984695435,"['unable_to_verify_identity', 'verify_my_identity', 'why_verify_identity']","[0.5563822984695435, 0.23829615116119385, 0.18637502193450928]"
What all am I required to show for the identity check?,69,verify_my_identity,74,why_verify_identity,0.5037409663200378,"['why_verify_identity', 'verify_my_identity', 'unable_to_verify_identity']","[0.5037409663200378, 0.4698342978954315, 0.011468568816781044]"
